Geoname ID,Name
755200,Wolanów
756351,Ulhówek
756627,Tuczna
757021,Tarnowiec
757135,Szynwałd
757376,Szczurowa
757957,Strzyżów
758445,Stalowa Wola
758603,Solec-Zdrój
758715,Sobienie Jeziory
758883,Słotowa
758887,Słopnice
758905,Słomniki
759127,Skierbieszów
759472,Serniki
759734,Rzeszów
760237,Rozbórz
760607,Raszyn
760806,Radecznica
761461,Poręba Spytkowska
761474,Poraż
761582,Połomia
762106,Piwniczna-Zdrój
762551,Pawłosiów
762850,Ostrów Mazowiecka
762878,Ostrówek
763174,Olszówka
764407,Mordy
765286,Mały Płock
766452,Lesko
766786,Łapsze Niżne
768344,Komańcza
768785,Kolno
769359,Kazanów
770025,Jonkowo
770165,Jedlińsk
770413,Janów Podlaski
771139,Hańsk
773341,Dębno
773902,Czarnia
774554,Chełmiec
775561,Borki
776053,Biecz
3080644,Żary
3080736,Zamarski
3080985,Zabrze
3081060,Zabierzów
3082299,Wielichowo
3082916,Tychowo
3084024,Świerzawa
3084954,Stara Kamienica
3085119,Sosnówka
3085172,Solec Kujawski
3085980,Siepraw
3086283,Santok
3086732,Rudy
3086754,Rudniki
3087769,Przytoczna
3087836,Przykona
3088477,Połczyn-Zdrój
3089533,Palcza
3089543,Pakosław
3089923,Osiek
3090403,Oborniki
3090690,Nowa Wieś Lęborska
3091493,Mokrsko
3092913,Lubiszyn
3093298,Lipka
3093343,Lipie
3093739,Lębork
3094052,Łabiszyn
3094243,Kup
3094370,Ksawerów
3094461,Krzykosy
3094525,Krzemieniewo
3094543,Krzęcin
3094585,Kruszwica
3095358,Konary
3095910,Kochanowice
3095961,Kobierzyce
3096039,Klonowa
3096400,Kazimierz Biskupi
3096797,Kamieniec
3097528,Jarocin
3097823,Jabłonka
3098712,Górzyca
3098950,Golina
3099062,Godziszka
3099544,Galewice
3100247,Dolice
3100489,Debrzno
3100677,Damasławek
3101017,Czernica
3101467,Chybie
3101513,Chrzypsko Wielkie
3101812,Chełmek
3102076,Bukowno
3102488,Brusy
3103009,Bojanowo
3103261,Błaszki
3103656,Bestwina
3103756,Bębło
6545326,Ursynów
7535367,Bartniczka
4562989,Caban
4563939,Comunas
4563990,Corazón
4566270,Moca
4566513,Parcelas Peñuelas
281318,Ya‘bad
282284,Qūşīn
282510,Nūbā
283055,Kifil Ḩāris
283165,Karmah
283316,Kūbar
283365,Kafr Qallīl
283806,Ḩalḩūl
283976,Faḩmah
284100,Dayr al Ghuşūn
284324,Bayt Jālā
7535657,Karney Shomron
7890847,Dayr Sāmit
7897890,Az Zubaydāt
2261649,Vila de Rei
2263166,Sarilhos Pequenos
2263322,São João dos Montes
2263327,São João das Lampas
2265120,Pataias
2265437,Olho Marinho
2267067,Linda-a-Velha
2271814,Alvaiázere
2272190,Alcanede
2732240,Vizela
2733269,Vairão
2733422,Travanca
2734081,Sermonde
2734788,Sangalhos
2736666,Pardilhó
2737581,Moimenta da Beira
2738210,Loriga
2738459,Lamego
2738974,Góis
2739837,Estarreja
2742027,Bragança
2742051,Bougado
2742406,Barqueiros
2742958,Amares
3372591,São Roque
3373329,Arrifes
3437495,Piribebuy
3437547,Pedro Juan Caballero
3439133,Cerrito
3439304,Caapucú
3439348,Benjamín Aceval
3439402,Tomás Romero Pereira
3867427,Capitán Pablo Lagerenza
289913,Al Wukayr
290030,Doha
935264,Saint-Denis
935267,Saint-Benoît
7932385,Piton Saint-Leu
662135,Zorile
662412,Vulpeni
662468,Vorona
662498,Voivodeni
662636,Vlădeni
662769,Vârfurile
662801,Vintilă Vodă
662910,Viișoara
662925,Viișoara
663139,Vășad
663181,Vărbila
663222,Vama Buzăului
663237,Văliug
663297,Văleni
663634,Valea Mare
1858902,Komatsushimachō
1859462,Kin
1859740,Kawagoe
1860039,Kariwa
1861091,Izumisano
1861528,Inuyama
1861835,Iizuka
1864092,Fujisawa
1864565,China
1865401,Akune
1896119,Ojika
1926006,Iyo
2110556,Yamagata
2111049,Shiogama
2112008,Marumori
2112270,Kemigawa
2112312,Katsuta
2112576,Ishinomaki
2112583,Ishikawa
2112642,Iizakamachi
2128072,Shiraoi
2128810,Obirachō
2128983,Nayoro
2129034,Nakashibetsu
2129537,Kitami
2129562,Kikonai
2130741,Abashiri
6822140,Kahoku
11611224,Takizawa
11611490,Shimonoseki
11611638,Chikugo
11611944,Isa
11612565,Maniwa
179865,South Kinangop
180646,Sawa Sawa
183119,Nunguni
184041,Ndori
186367,Mogonga
187671,Marereni
194184,Kapcherop
196612,Ijara
199604,Chepareria
200013,Burnt Forest
7732029,Mukurwe-ini
12718630,Githunguri
1528182,Kara-Balta
1821940,Takeo
1828227,Kampong Seila
1829673,Banan
1831898,Anlong Veaeng
11349490,Veal Veaeng
7601765,Ambo Village
7601768,Bonriki Village
921726,Ongoni
921756,Mtsamdou
921763,Mramani
921814,Maraharé
921918,Dembéni
921998,Antsahé
1092169,Tsidjé
3575170,Saint Paul’s
1870883,Sariwŏn
12083895,Sambong
1835329,Daegu
1842939,Kimje
1842944,Gimcheon
1843491,Iksan
1884178,Gwangyang
1892823,Donghae City
6884739,Dongi
8734356,Onam
11841150,Bonggang
285810,Al Funayţīs
607610,Zhanaozen
608053,Taūshyq
610658,Algha
1517073,Tobyl
1517305,Yavlenka
1518203,Terenozek
1518262,Temirtau
1521381,Akkuly
1521750,Qorghalzhyn
1522818,Kegen
1523149,Karasu
1524478,Zhalagash
1524703,Sholakkorgan
1524871,Shayan
1526081,Ashchysay
1526269,Aktau
1537980,Ülken
7536148,Priozersk
9858283,Tyuratam
1652203,Xam Nua
1655084,Sainyabuli
1663526,Ban Houayxay
1955334,Viangxai
7648310,Huameung
7648328,Xamtay
1227217,Talpe
1238427,Kuliyapitiya
1240723,Kegalle
1246007,Gampaha
8714432,Padaviya Divisional Secretariat
2274288,River Cess
2277060,Gbarnga
932371,Morija
932547,Mamathes
12687291,Mapholaneng
593116,Vilnius
595016,Šalčininkai
595596,Prienai
598392,Karmėlava
599504,Garliava
9610015,Akademija (Kaunas)
2960070,Septfontaines
2960164,Reckange-sur-Mess
2960216,Nommern
2960335,Leudelange
2960684,Clervaux
455890,Saldus
456827,Pāvilosta
459402,Jaunjelgava
87205,Darnah
2217774,Daraj
2219356,As Sawānī
12687313,Msalātah
2529656,Teroual
2529923,Tarfaya
2530048,Taourirt
2530160,Taouloukoult
2531366,Taïneste
2533481,Sidi Lmokhtar
2539829,Oulad Embarek
2540483,Oujda
2542013,Al Aaroui
2542826,Mediouna
2548489,Guercif
2548830,Al Fqih Ben Çalah
2552531,Riah
2554943,Bou Fekrane
2555342,Bir Jdid
2557055,Asilah
2558052,Amizmiz
2558118,Amerzgane
2558414,Almis du Guigou
2558667,Akka
2558768,Ajdir
2571059,Tizgane
2596457,Zerarda
9645312,Akhfennir
11092343,Korouna
618067,Chiţcani
1053778,Vohipaho
1057922,Ranohira
1061912,Maintirano
1075592,Andramasina
1078446,Amparafaravola
1082639,Ambatondrazaka
1083968,Ambalavao
7306523,Mejit
784711,Markov Grad
785842,Skopje
789101,Krani
790137,Grnčari
790249,Gradec
791149,Gjorče Petro
2451935,Sagalo
2460489,Bandiagara
1308052,Myawadi
1328218,Bhamo
1515092,Tsetserleg
1515097,Tsetsegnuur
1515367,Sayn-Ust
2028720,Tsagaan-Ovoo
2029735,Ögöömör
2030427,Hujirt
2032480,Bayantöhöm
2032960,Altanbulag
3570412,Le Robert
3571097,Basse-Pointe
2380894,Bouanzé
12718657,Wali Djantang
3578069,Plymouth
934089,Grande Rivière Noire
934517,Flic en Flac
1106584,Laventure
1106677,Bambous Virieux
923652,Thyolo
929977,Dowa
7839184,Makata
3482873,Maclovio Herrera
3483009,Gómez Farías
3483269,Alfredo V. Bonfil
3484000,Zamachihue
3514138,Zacualpan
3514200,San Pedro Mártir Yucuxaco
3514241,San José Yocnajab
3514344,Yalkoba
3514515,Xicoténcatl
3514578,Xanabá
3514868,Valle Hermoso
3514912,Unión Roja
3514972,Tzimol
3515009,Tuxpanguillo
3515040,Tulum
3515192,Totoltepec de Guerrero
3515302,Toluca
3515345,Tlaxocoyucan
3515544,Tinum
3515842,Tepeyehualco de Hidalgo
3515848,Tepexi
3515863,Tepetlán
3516050,Temascalapa
3516054,Temango
3516168,Tekoh
3516480,Sultepec
3516488,Sucilá
3516912,Santiago Tuxtla
3516945,Santiago Juxtlahuaca
3516974,Santiago Acutzilapan
3516983,Santiago
3517237,Santa Maria Macua
3517261,Pino Suárez
3517440,Santa Gertrudis Miramar
3517524,Tecámac
3517745,Santa Ana Acozautla
3517801,San Sebastian Teitipac
3517832,San Salvador Atenco
3517951,San Pedro Totolápam
3517970,San Pedro Pochutla
3518382,San Mateo del Mar
3518399,San Mateo
3518408,Peras
3518516,San Lucas Tecopilco
3519065,San Jerónimo Axochitlán
3519214,San Gregorio Cuautzingo
3519457,Cuecuecuatitla
3519704,Nanahuatípam
3521051,Puente de Ixtla
3521372,Plan de las Hayas
3522238,Santo Domingo Ozolotepec
3522442,Ocuilan de Arteaga
3522793,Santa María Nativitas
3522917,Moyotepec
3522993,Monterrey
3523077,Molas
3523430,Mayapan
3523670,Maltrata
3523901,Los Reyes Acatlixhuayán
3523905,Los Reyes
3524450,La Victoria
3524929,Las Barrillas
3525203,La Perla
3525426,La Magdalena
3526869,San Pedro Huitzizilapan
3526890,Huitepec
3528341,El Realito
3529150,El Ciervo
3529934,Paso Morelos
3529983,Santiago Cuautlalpan
3530147,Coxcatlán
3530167,Cosoleacaque
3530513,Coatzintla
3530587,Ciudad Sahagun
3530589,Ciudad Nezahualcoyotl
3530720,Chumatlán
3531145,Chapab
3531470,Casahuatlán
3531617,Caobas
3531674,Cancuc
3531854,Cahuatache
3532112,Boyé
3532157,Bonifacio García
3532314,Bejucal de Ocampo
3532469,Azumbilla
3532561,Atzalan
3532890,Amixtlán
3533422,San Jerónimo Acazulco
3761663,Jicarero
3762710,Pueblo Viejo
3762739,Santa María Temaxcalapa
3801030,Yetla de Juárez
3801180,San Lucas Zoquiápam
3801460,María Lombardo de Caso
3801635,Santa María Coyotepec
3802698,Río Viejo Primera Sección
3814073,Tlaxcalilla
3814233,San José Ocotillos
3814979,San José Tepeyahualco
3815325,Ignacio Zaragoza
3815353,San Pedro Xochiteotla
3815629,Zaragoza
3815635,Damasco
3815813,Adolfo López Mateos
3816134,La Candelaria
3816483,Francisco I. Madero
3817500,Jesús Carranza (Rancho de Jesús)
3817534,Tepoxtepec
3817781,Santiago Zacualuca
3817983,San José del Sitio
3818785,González Ortega
3818813,San José Cuyachapa
3818839,La Purísima
3818841,San Bartolomé
3818849,Tepazolco
3818963,Ixcamilpa
3818966,Xicotlán
3820780,Suc-Tuc
3821700,Pueblo Viejo
3821706,El Conchero
3822003,Jalapa
3822667,Becanchén
3823201,La Union
3823425,Tlaltetela
3824607,Hueytepec
3824669,El Arenal
3824827,Zamora
3825864,San Martín
3825948,La Llave
3826915,San Pedro de la Hortaliza (Ejido Almoloyán)
3827155,Barrio de Boyecha
3827214,San Antonio Bonixi
3827221,Pothé
3827235,San Agustín Mimbres
3827236,San José Buenavista el Grande
3827237,San Mateo Mozoquilpan
3827281,San Bartolito Tlaltelolco
3827283,San Andrés Ocotlán
3827460,San Miguel Tecpan
3827597,Tonanitla
3970634,Vicam
3970768,Santa María de Guaymas
3972273,Genaro Codina
3972274,Paso de Méndez
3973880,Monte Obscuro
3973903,Palmar Primero
3974884,Mesa del Huracán
3975903,José Esteban Coronado
3976595,Dautillos
3976761,El Progreso
3976868,Tres Garantías
3976884,Ejido Cinco de Mayo
3976999,Cihuatlán
3977203,Bajío de San José
3979846,Zacapú
3979923,Yerbabuena
3980132,Villa Pesqueira
3980162,Villa Juárez
3980206,San José Villa de Allende
3980212,El Vegil
3981175,Totatiche
3981362,Tonila
3981491,Tizapán el Alto
3981866,Terminal de Providencia
3982684,Tacicuaro
3982766,Suchitlán
3982982,Socavón (El Carmen)
3983636,Santiago Ixcuintla
3983677,Santiaguillo
2844880,Roskow
2845131,Rosdorf
2845146,Rosche
2846715,Rimsting
2846717,Rimschweiler
2846811,Riethnordhausen
2846939,Riesa
2847688,Rhede
2847695,Rhaunen
2847938,Retzstadt
2848251,Renchen
2848725,Reinsdorf
2850174,Ratingen
2850238,Rastow
2850446,Rannungen
2850603,Ramsau
2851337,Quierschied
2851734,Pullenreuth
2851863,Prosselsheim
2852129,Prichsenstadt
2852400,Pouch
2853844,Pielenhofen
2853984,Pfofeld
2854346,Pfaffen-Schwabenheim
2855632,Palzem
2855665,Palling
2855935,Ottobrunn bei München
2856000,Ottersheim
2857013,Ortenberg
2857062,Ornbau
2857142,Oppin
2857603,Ohorn
2859068,Oberschweinbach
2859562,Obernfeld
2860080,Oberkirch
2861690,Nufringen
2861807,Nortmoor
2862541,Nienstädt
2862698,Niederzier
2862733,Niederwerrn
2863095,Niedermurach
2863119,Niedermerz
2863630,Niederbachem
2863876,Neuweiler
2864728,Neukirchen beim Heiligen Blut
2864936,Neuhof
2866110,Neubrück
2867229,Nackenheim
2867402,Müschenbach
2868842,Mügeln
2869791,Monheim am Rhein
2869936,Mömbris
2871805,Merkenbach
2872047,Mellrichstadt
2872559,Meddersheim
2873087,Marxen
2873153,Martfeld
2873250,Marlow
2873460,Maring-Noviand
2873759,Marburg an der Lahn
2874282,Maikammer
2875379,Ludwigsfelde
2875445,Lüderitz
2875457,Lüdenscheid
2875738,Lottstetten
2875760,Lotte
2875909,Lorch
2876787,Litzendorf
2877049,Linn
2878284,Leutesdorf
2878313,Leutenbach
2878982,Leiwen
2879667,Leezen
2880726,Langerwehe
2880913,Langenselbold
2882033,Lachen
2882335,Kurort Gohrisch
2882417,Kupferberg
2882575,Külsheim
2882588,Kulmbach
2883005,Kuhardt
2883961,Kriegsfeld
2884344,Kressbronn am Bodensee
2885302,Kößlarn
2885765,Königstein
2888309,Klein Rönnau
2888316,Klein Rogahn
2895034,Jengen
2896189,Imsbach
2896468,Ilvesheim
2896483,Ilsenburg
2896600,Ilbesheim
2897132,Husum
2897431,Hungen
2898004,Hügelsheim
2898763,Hornstorf
2899048,Horgau
2899676,Holzkirchen
2901398,Hohenthann
2902818,Hodenhagen
2903810,Hirschaid
2904992,Heusenstamm
2906194,Herbrechtingen
2906680,Helmstadt
2907501,Heiligkreuzsteinach
2907546,Heiligenstadt
2907697,Heigenbrücken
2908529,Hebertshausen
2908873,Hausen
2909087,Haundorf
2910108,Hartheim
2910280,Harsefeld
2910686,Harburg
2911099,Hammersbach
2911293,Eimsbüttel
2911384,Halver
2911426,Halsbrücke
2911514,Hallenberg
2911559,Halensee
2912195,Hahnheim
2913210,Haag in Oberbayern
2913425,Gutach im Breisgau
2913445,Gusterath
2914105,Grünsfeld
2915137,Großrinderfeld
2915388,Groß Köris
2915511,Großheubach
2916936,Großbottwar
2917466,Gries
2918911,Görwihl
2920291,Girod
2920634,Giekau
2920830,Geslau
2921473,Gelnhausen
2922583,Garching an der Alz
2923907,Fuchsmühl
2924138,Frose
2924836,Frickenhausen
2924837,Frickenhausen
2925080,Freilassing
2925259,Frechen
2926170,Flintsbach
2926670,Finsterwalde
2927828,Farchant
2928615,Ettlingen
2929134,Eschborn
2929692,Erdweg
2929827,Eppishausen
2931828,Eime
2932069,Eichstätt
2933863,Ebertsheim
2934486,Düren
2934831,Drübeck
2935729,Dorndorf
2936431,Dölbau
2936827,Dirlewang
2937789,Deutzen
2938295,Demitz-Thumitz
2938351,Dellfeld
2939388,Dahme
2939658,Cuxhaven
2939687,Cunewalde
2940416,Calberlah
2940613,Buttenheim
2941179,Burgoberbach
2941207,Burgkunstadt
2943074,Brunnthal
2943587,Bruchhausen-Vilsen
2943997,Brockel
2945647,Brachbach
2946060,Börnsen
2946172,Borna
2946281,Borgfelde
2946524,Bomlitz
2947125,Bodenkirchen
2947172,Bodelshausen
2947316,Bockhorn
2947372,Bockelwitz
2947646,Blomberg
2948246,Bisingen
2949697,Bettingen
2950003,Bernitt
2950099,Bernau
2950725,Berg
2951428,Bei der Höhne
2951732,Bechtsrieth
2951950,Baumholder
2952324,Barwedel
2952452,Barnstorf
2952767,Barenburg
2952857,Banzkow
2952934,Bann
2953322,Bad Überkingen
2953364,Bad Sachsa
2953416,Bad Kreuznach
2953435,Bad Honnef
2953482,Badenweiler
2953636,Bächingen an der Brenz
2953970,Ausleben
2954906,Attenweiler
2955367,Arzberg
2956310,Amstetten
2957463,Altenstadt
2957733,Altendorf
2958032,Altdorf
2958638,Albig
2958781,Aken
3205000,Barby
3207525,Hochstetten-Dhaun
3207526,Hoppstädten-Weiersbach
3272941,Riedstadt
7932378,Hammerbrook
12110933,Rühme - Lincolnsdlg.
12110964,Wilhelmitor - Nord
12510668,Günthersleben-Wechmar
221527,Obock
2610543,Vemb
2610823,Vadum
2611497,Tønder
2612130,Sulsted
2614328,Sakskøbing
2615351,Otterup
2619068,Karup
2620147,Holbæk
2620704,Hasselager
2620716,Hasle
2621215,Greve
2622664,Ejby
2623627,Borup
2624819,Allingåbro
3575602,Soufrière
3492557,Tábara Arriba
3493032,San Pedro de Macorís
3493143,San Gregorio de Nigua
3493480,Sabana Grande de Palenque
3493482,Sabana Grande de Boyá
3495555,Palmar Arriba
3512064,Bánica
7874116,Santo Domingo Oeste
2477528,Tazoult-Lambese
2479536,Skikda
2481207,Sidi Akkacha
2484738,Oumache
2484835,Ouled Moussa
2491042,L’Arbaa Naït Irathen
2496643,Feidh el Botma
2497714,El Malah
2498611,Chlef
2501680,Chebli
2502924,Boukadir
2508119,’Aïn el Turk
3653581,Palestina
3654215,Milagro
3654724,Llacao
3657571,Guaranda
3658822,Coronel Marcelino Maridueña
3659602,Catacocha
3660573,Archidona
587629,Viimsi
588780,Saue
588792,Särevere
589375,Põlva
592379,Aseri
349156,Shibīn al Qanāţir
352354,Munūf
354775,Kafr ad Dawwār
355628,Idkū
356000,Ḩawsh ‘Īsá
359280,Banhā
360773,Al Minshāh
361661,Akhmīm
2509328,Zarza de Montánchez
2509341,Zarra
2509406,Yátova
2509468,Villaverde del Río
2509552,Villanueva de las Torres
2509569,Villamuelas
2509602,Villa de Ves
2509608,Villacañas
2509869,Vallés
2510000,Valdelarco
2510028,Valdeganga
2510102,Ulea
2510128,Turís
2510271,Torre-Pacheco
2510349,Torralba de Calatrava
2510602,Tarazona de la Mancha
2511167,Santa Eufemia
2511202,Santa Brígida
2511366,San Javier
2511936,Rena
2512110,Quéntar
2512305,Pozuelo de Calatrava
2512433,Polinyà de Xúquer
2512571,Piles
2512624,Picanya
2512844,Peal de Becerro
2512963,Palomas
2513175,Ocaña
2513375,Náquera
2513579,Moraleda de Zafayona
2513592,Montroy
2513639,Montejaque
2513667,Montalbo
2513893,Miajadas
2513917,Mérida
2514117,Marines
2514139,María
2514256,Málaga
2514883,Lorquí
2515319,Las Mesas
2515698,La Oliva
2516334,Jayena
2516549,Huelma
2516896,Guareña
2517603,Fuencaliente
2517643,Fregenal de la Sierra
2517820,Estepa
2517903,Espartinas
2518009,Enguídanos
2518510,El Cuervo
2518782,Dúdar
2518981,Cuevas del Campo
2518988,Cuevas del Almanzora
2519197,Cortes de Pallás
2519354,Coll d'en Rabassa
2519444,Chulilla
2519450,Chóvar
2519513,Chiclana de la Frontera
2519634,Cenes de la Vega
2519736,Castilléjar
2519770,Cástaras
2519949,Casas de Don Pedro
2519979,Casariche
2520194,Capileira
2520215,Cantillana
2520261,Caniles
2520712,Burjassot
2520748,Bugarra
2520781,Bubión
2521036,Benizalón
2521091,Benicolet
2521325,Barxeta
2521452,Ayódar
2521485,Atarfe
2521692,Arafo
2521822,Alquife
2521838,Alozaina
2522250,Albal
2522284,Alamillo
2522359,Agudo
2522423,Agaete
2522488,Abenójar
3104567,Viniegra de Abajo
3104882,Villarramiel
3105044,Villar de los Navarros
3105073,Villar de Corneja
3105077,Villardeciervos
3105210,Villanueva del Rebollar de la Sierra
3105269,Villanueva de Argaño
3105477,Villalmanzo
3105515,Villalba de la Lampreana
3105616,Villaflores
3106112,Bera
3106132,Ventosa de la Cuesta
3106210,Velilla de Jiloca
3106271,Veganzones
3109443,San Vicente del Palacio
3109451,Sant Vicenç de Castellet
3109546,Sant Just Desvern
3109637,Santiago del Collado
3109642,Santiago de Compostela
3109781,Santa María de los Caballeros
3109983,Santa Coloma de Cervelló
3109989,Santa Clara de Avedillo
3110063,San Salvador
3110581,San Ildefonso
3111031,Salillas
3111330,Roturas
3111450,Rodezno
3111525,Robledo de Chavela
3111598,Riudecanyes
3112013,Renieblas
3112368,Rábano de Aliste
3112878,Prats de Lluçanès
3113006,Pozondón
3113011,Pozo de Guadalajara
3113128,Portell de Morella
3113307,Población de Arroyo
3113360,Pitillas
3113681,Pesoz
3113909,Peñaranda de Duero
3114071,Pedrosillo de Alba
3114273,Paredes de Nava
3114283,Pardos
3114640,Padrones de Bureba
3114876,Ortigosa de Pestaño
3114992,Ordes
3115219,Oitz
3115307,Numancia de la Sagra
3115373,Nombela
3115463,Nigrán
3115576,Navatalgordo
3115616,Navarcles
3115686,Navadijos
3115731,Narros de Matalayegua
3115738,Narrillos del Álamo
3115956,Muelas de los Caballeros
3115985,Moià
3116114,Moreruela de los Infanzones
3116177,Morales de Valverde
3116213,Moradillo de Roa
3116307,Montesclaros
3116327,Monterde
3116466,Monistrol de Montserrat
3116535,Monasterio
3116577,Molinos
3116637,Moeche
3116769,Milagros
3116968,Meis
3117060,Mazuecos
3117180,Matamala de Almazán
3117188,Matallana de Torío
3117420,María de Huerva
3117504,Manzanares de Rioja
3117781,Luyego
3118071,Losacino
3118095,Loranca de Tajuña
3118161,Lodosa
3118241,Llimiana
3118248,Lles de Cerdanya
3118350,Lizoáin
3118469,Lezo
3119099,La Roca del Vallès
3119123,"Sant Pere, Santa Caterina i La Ribera"
3119338,Langa del Castillo
3119513,Laluenga
3119645,Laguardia
3120209,Jadraque
3120279,Illa de Arousa
3120302,Irura
3120517,Huerto
3120563,Huecas
3120929,Guissona
3121216,la Granadella
3121411,Ginestar
3121513,Gavilanes
3121843,Fuentes de Magaña
3121943,Fuentecantos
3122021,Fresno El Viejo
3122167,Foz-Calanda
3122288,Fontcoberta
3122367,Folgoso de la Ribera
3122442,Figueruela de Arriba
3123686,Ejulve
3123834,Doñinos de Salamanca
3124132,Cuenca
3124285,Creixell
3124487,Corçà
3124661,Constantí
3124975,Cisla
3124988,Ciruelas
3125084,Cidamón
3125523,Zegama
3125560,Cebanico
3125645,Castromonte
3126002,Casillas de Flores
3126076,Casas Bajas
3126082,Casarrubuelos
3126237,Carracedelo
3126344,Carbonero el Mayor
3126683,Canales de la Sierra
3126691,Canalejas de Peñafiel
3127151,Cabrillanes
3127461,Burgos
3127476,Burela de Cabo
3127781,Borrassà
3128051,Bezas
3128130,Berriozar
3128194,Bergasa
3128248,Berango
3128267,Benlloch
3128302,Benafarces
3128551,Barruecopardo
3128874,Baños de Montemayor
3129024,Bádenas
3129422,Arredondo
3129526,Armallones
3129588,Arguedas
3129615,Argelita
3129723,Arcos de Jalón
3129892,Arama
3130272,Alobras
3130306,Almenar
3130318,Almaraz de Duero
3130486,Aldeanueva de Santa Cruz
3130491,Aldeanueva del Camino
6324402,Las Tablas
6544327,Costa Calma
6545113,el Coll
7910918,Bakio
8050879,Iturrama
9883587,Muxika
11549769,Sant Genís dels Agudells
11549780,Can Baró
11549816,Torre Baró
11837943,Asin
329432,Sagurē
330945,Mer’āwī
331226,Mehal Mēda
334898,Hartīshēk
335035,Harar
335478,Gurbetē
335808,Komtikas
336526,Gīdolē
339448,Dembī Dolo
339734,Debre Birhan
342190,Bichena
344797,Adwa
630768,Ylivieska
630956,Ylihärmä
631388,Virolahti
631873,Vesanto
632453,Vantaa
633395,Ulvila
635243,Taavetti
635698,Suomusjärvi
636301,Sonkajärvi
637312,Savitaipale
637586,Särkisalo
638104,Säkylä
639406,Riihimäki
639895,Rantsila
640372,Pylkönmäki
640893,Posio
641489,Pirkkala
643522,Otaniemi
644326,Nousiainen
647202,Maaninka
647522,Luhanka
653039,Kestilä
654706,Kallio
655312,Juuka
655533,Juankoski
658288,Heinola
659180,Hämeenlinna
2198365,Sigatoka
7627032,Kapingamarangi
7628253,Tamatam
2967386,Weyersheim
2967438,Wasquehal
2967631,Voulx
2967864,Vitry-aux-Loges
2968144,Villiers-sur-Loir
2968405,Villers-Cotterêts
2968418,Villers-Bocage
2968510,Villeneuve-Tolosane
2968519,Villeneuve-sur-Bellot
2968558,Villeneuve-la-Comptal
2968761,Villefranche-d'Albigeois
2968873,Villebernier
2969477,Vézelise
2969514,Veyrac
2969616,Vert-le-Petit
2969832,Vernègues
2969850,Vernantes
2969930,Vergèze
2969947,Véretz
2970092,Venelles
2970128,Vendenheim
2970275,Veauche
2970453,Vaulx-Vraucourt
2970477,Vaugneray
2970860,Valognes
2970865,Valmont
2971033,Valensole
2971043,Valence-sur-Baïse
2971372,Upie
2971810,Tréon
2972137,Toutlemonde
2972468,Tonneins
2972559,Tilques
2972605,Tignieu
2972611,Tigery
2973317,Tassin-la-Demi-Lune
2973698,Sundhoffen
2973897,Souvigny
2974048,Soulaines-sur-Aubance
2974153,Sotteville-lès-Rouen
2974185,Sorigny
2974246,Sonnay
2974396,Soignolles-en-Brie
2974675,Sevrier
2974710,Seurre
2974747,Servon
2975036,Sentheim
2975088,Senlis
2975265,Seillans
2975349,Sedan
2975400,Scorbé-Clairvaux
2975435,Schnersheim
2975561,Savigné
2975588,Saverne
2975663,Sauveterre-de-Béarn
2975798,Sault
2975934,Sars-Poteries
2976007,Sarlat-la-Canéda
2976160,Sansac-de-Marmiesse
2976180,San-Nicolao
2976443,Salies-du-Salat
2976481,Saleilles
2976643,Saint-Victurnien
2976684,Saint-Vérand
2976794,Saint-Symphorien-sur-Coise
2976972,Saint-Senier-sous-Avranches
2976984,Saint-Sébastien-sur-Loire
2977006,Saint-Sauveur-sur-École
2977261,Saint-Quentin-sur-le-Homme
2977415,Saint-Pierre-Montlimart
2977467,Saint-Pierre-du-Chemin
2977471,Saint-Pierre-d'Oléron
2977535,Saint-Pierre-de-Bœuf
2977674,Saint-Paul-de-Varax
2977814,Saint-Ouen-des-Alleux
2978184,Saint-Maur
2978235,Saint-Martin-Longueau
2978238,Saint-Martin-le-Vinoux
2978276,Saint-Martin-en-Haut
2978349,Saint-Martin-des-Champs
2978394,Saint-Martin-de-Fontenay
2978568,Saint-Marcel-lès-Valence
2978678,Saint-Lubin-des-Joncherets
2978925,Saint-Laurent-de-la-Salanque
2978997,Saint-Just-Saint-Rambert
2979052,Saint-Julien-les-Villas
2979189,Saint-Jean-sur-Veyle
2979296,Saint-Jean-de-Niost
2979478,Saint-Hippolyte
2979545,Saint-Hilaire-de-Loulay
2979931,Saint-Georges-de-Mons
2980029,Saint-Genès-Champanelle
2980108,Saint-Florent-sur-Auzonnet
2980214,Saint-Étienne-sur-Chalaronne
2980519,Sainte-Livrade-sur-Lot
2980550,Sainte-Hélène
2980827,Saint-Dié-des-Vosges
2981085,Saint-Clair-du-Rhône
2981190,Saint-Chéron
2981291,Saint-Brice
2981547,Saint-Aubin-lès-Elbeuf
2981669,Saint-Antoine-du-Rocher
2981783,Saint-André-de-la-Roche
2981839,Saint-Amand-les-Eaux
2982234,Ruelisheim
2982652,Rouen
2982775,Rosières-en-Santerre
2982781,Rosières
2982946,Roncherolles-sur-le-Vivier
2983019,Romanèche-Thorins
2983043,Romagnieu
2983077,Roisel
2983482,Riorges
2983990,Rennes
2984024,Renaison
2984136,Reichshoffen
2984521,Ramatuelle
2985096,Puisserguier
2985230,Provin
2985653,Prades
2985788,Poullan-sur-Mer
2985807,Pouldreuzic
2985901,Potigny
2985932,Port-Saint-Père
2986087,Pontvallain
